Provider ID,Hospital Name,Address,City,State,ZIP Code,County Name,READM-30-AMI-HRRP,READM-30-COPD-HRRP,READM-30-HF-HRRP,READM-30-HIP-KNEE-HRRP,READM-30-PN-HRRP,Central line-associated blood stream infections (CLABSI),Catheter-Associated Urinary Tract Infections (CAUTI),Surgical Site Infection from colon surgery (SSI: Colon),Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy),Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections),Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections),Payment for heart attack patients,SCIP-Inf-1_Achievement Points,SCIP-Inf-2_Achievement Points,SCIP-Inf-3_Achievement Points,SCIP-Inf-4_Achievement Points,SCIP-Inf-9_Achievement Points,Communication with Nurses Achievement Points,Communication with Doctors Achievement Points,Responsiveness of Hospital Staff Achievement Points,Pain Management Achievement Points,Communication about Medicines Achievement Points,Cleanliness and Quietness of Hospital Environment Achievement Points,Discharge Information Achievement Points,Overall Rating of Hospital Achievement Points,HF-1 Achievement Points,MORT-30-AMI Achievement Points,MORT-30-HF Achievement Points,MORT-30-PN Performance Rate,PN-3b Achievement Points,PN-6 Achievement Points,SCIP-Card-2 Achievement Points,SCIP-VTE-2 Achievement Points,Weighted Clinical Process of Care Domain Score,Weighted Patient Experience of Care Domain Score,Weighted Outcome Domain Score,Weighted Efficiency Domain Score,Total Performance Score,Home Health Agency,Hospice,Inpatient,Outpatient,Skilled Nursing Facility,Durable Medical Equipment,Carrier,Medicare hospital spending per patient (Medicare Spending per Beneficiary),Median
520087,GUNDERSEN LUTHERAN MEDICAL CENTER,1910 SOUTH AVE,LA CROSSE,WI,54601,LA CROSSE,14.6,17.5,19.1,3.8,13.9,0.000,1.602,0.495,Not Available,1.152,0.701,21905,0 out of 10,6 out of 10,5 out of 10,0 out of 10,8 out of 10,3 out of 10,2 out of 10,0 out of 10,0 out of 10,7 out of 10,0 out of 10,9 out of 10,5 out of 10,9 out of 10,0 out of 10,0 out of 10,0.898,5 out of 10,2 out of 10,4 out of 10,8 out of 10,13.8181818182,12.3,18,6,50.1181818182,$151 ,$63 ,"$2,056 ","$1,066 ","$3,215 ",$72 ,$736 ,0.95,"44,025"
520088,ST AGNES HOSPITAL,430 E DIVISON ST,FOND DU LAC,WI,54935,FOND DU LAC,13.3,17.2,18.9,4.4,14.4,0.333,0.299,0.000,Not Available,0.000,1.105,21070,6 out of 10,4 out of 10,5 out of 10,10 out of 10,3 out of 10,3 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,4 out of 10,6 out of 10,1 out of 10,0 out of 10,2 out of 10,0 out of 10,0.88103,8 out of 10,0 out of 10,6 out of 10,6 out of 10,11.8181818182,10.2,9.6,10,41.6181818182,$323 ,$148 ,"$1,690 ",$959 ,"$3,378 ",$53 ,$791 ,0.88,"47,731"
520089,MERITER HOSPITAL,202 S PARK ST,MADISON,WI,53715,DANE,13.6,18.2,17.8,5,14.9,0.489,2.141,0.752,1.352,0.384,0.564,22068,0 out of 10,8 out of 10,6 out of 10,0 out of 10,5 out of 10,3 out of 10,2 out of 10,2 out of 10,0 out of 10,6 out of 10,2 out of 10,7 out of 10,6 out of 10,8 out of 10,10 out of 10,0 out of 10,0.9114,7 out of 10,0 out of 10,4 out of 10,0 out of 10,10.1818181818,14.4,21.6,12,58.1818181818,$452 ,$207 ,"$1,673 ",$555 ,"$2,767 ",$60 ,$690 ,0.89,"16,488"
520091,HOWARD YOUNG MEDICAL CTR,240 MAPLE ST,WOODRUFF,WI,54568,ONEIDA,Not Available,17.8,19.9,3.8,15,Not Available,0.000,0.000,Not Available,Not Available,0.000,21498,7 out of 10,10 out of 10,10 out of 10,Not Available,8 out of 10,10 out of 10,6 out of 10,7 out of 10,8 out of 10,9 out of 10,2 out of 10,9 out of 10,4 out of 10,10 out of 10,Not Available,1 out of 10,0.89735,0 out of 10,0 out of 10,8 out of 10,8 out of 10,14.4444444444,23.1,18,12,67.5444444444,$345 ,$109 ,"$1,483 ",$645 ,"$2,306 ",$97 ,$834 ,0.88,"41,915"
520095,SAUK PRAIRIE HOSPITAL,260 26TH STREET,PRAIRIE DU SAC,WI,53578,SAUK,Not Available,18.1,17.3,3.2,12,Not Available,Not Available,Not Available,Not Available,Not Available,0.000,Not Available,10 out of 10,10 out of 10,2 out of 10,Not Available,10 out of 10,10 out of 10,10 out of 10,10 out of 10,5 out of 10,10 out of 10,9 out of 10,10 out of 10,10 out of 10,0 out of 10,Not Available,Not Available,0.88762,10 out of 10,10 out of 10,3 out of 10,6 out of 10,19.6825396825,40.2857142857,Not Available,20,79.9682539683,$564 ,$79 ,$548 ,$697 ,"$3,276 ",$26 ,$293 ,0.86,"56,289"
520096,WHEATON FRANCISCAN HEALTHCARE ALL SAINTS,3801 SPRING ST,RACINE,WI,53405,RACINE,16.7,22.6,22,5.1,19,0.879,1.418,1.145,Not Available,0.531,0.915,23392,6 out of 10,6 out of 10,4 out of 10,5 out of 10,8 out of 10,4 out of 10,3 out of 10,1 out of 10,2 out of 10,4 out of 10,0 out of 10,7 out of 10,1 out of 10,0 out of 10,2 out of 10,3 out of 10,0.88599,10 out of 10,10 out of 10,10 out of 10,9 out of 10,14.3636363636,14.4,10.2,4,42.9636363636,$520 ,$129 ,"$2,540 ",$896 ,"$3,162 ",$71 ,$798 ,0.97,"49,299"
520097,ST MARYS HOSPITAL MEDICAL CTR,1726 SHAWANO AVE,GREEN BAY,WI,54303,BROWN,16.4,19.4,19.3,4.5,14.3,Not Available,Not Available,0.000,Not Available,Not Available,0.405,21913,0 out of 10,3 out of 10,8 out of 10,Not Available,9 out of 10,3 out of 10,3 out of 10,5 out of 10,4 out of 10,5 out of 10,5 out of 10,5 out of 10,4 out of 10,7 out of 10,Not Available,0 out of 10,0.9014,10 out of 10,3 out of 10,0 out of 10,8 out of 10,13.6,16.2,10,10,49.8,$241 ,$237 ,"$1,654 ",$654 ,"$2,676 ",$90 ,$734 ,0.90,"35,618"
520098,UNIVERSITY OF WI  HOSPITALS & CLINICS AUTHORITY,600 HIGHLAND AVENUE,MADISON,WI,53792,DANE,15.1,18.5,21.5,4,16.2,0.924,1.784,1.647,1.025,0.487,1.720,21137,4 out of 10,6 out of 10,3 out of 10,0 out of 10,7 out of 10,7 out of 10,2 out of 10,4 out of 10,4 out of 10,5 out of 10,2 out of 10,10 out of 10,7 out of 10,10 out of 10,0 out of 10,0 out of 10,0.8849,10 out of 10,3 out of 10,8 out of 10,10 out of 10,13.6363636364,19.5,6.6,4,43.7363636364,$498 ,$143 ,"$2,313 ","$1,145 ","$2,675 ",$176 ,$729 ,0.96,N/A
520100,BELOIT MEMORIAL HOSPITAL,1969 W HART RD,BELOIT,WI,53511,ROCK,15.2,17.6,20.3,5.5,16.3,0.000,0.820,0.000,Not Available,Not Available,0.264,17950,0 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,5 out of 10,0 out of 10,2 out of 10,2 out of 10,3 out of 10,2 out of 10,8 out of 10,1 out of 10,0 out of 10,Not Available,0 out of 10,0.86362,10 out of 10,10 out of 10,0 out of 10,3 out of 10,7.6,12.6,16.5,4,40.7,$462 ,$165 ,"$1,345 ",$754 ,"$3,950 ",$65 ,$595 ,0.97,"42,585"
520102,AURORA LAKELAND MEDICAL CENTER,W3985 COUNTY ROAD NN,ELKHORN,WI,53121,WALWORTH,19.1,19.1,20.2,6.1,15.1,0.000,0.708,0.718,Not Available,Not Available,0.826,22841,0 out of 10,10 out of 10,10 out of 10,Not Available,10 out of 10,3 out of 10,4 out of 10,3 out of 10,1 out of 10,4 out of 10,3 out of 10,5 out of 10,0 out of 10,10 out of 10,Not Available,Not Available,0.86903,10 out of 10,10 out of 10,10 out of 10,10 out of 10,17.7777777778,13.2,13,0,43.9777777778,$563 ,$152 ,"$2,931 ",$658 ,"$3,490 ",$76 ,$766 ,1.01,"60,059"
520103,COMMUNITY MEMORIAL HOSPITAL,W180 N8085 TOWN HALL RD,MENOMONEE FALLS,WI,53051,WAUKESHA,16.7,17.9,19.5,4.5,17.2,0.823,0.719,0.741,Not Available,0.000,1.046,23036,8 out of 10,5 out of 10,9 out of 10,2 out of 10,10 out of 10,4 out of 10,3 out of 10,2 out of 10,3 out of 10,4 out of 10,2 out of 10,8 out of 10,4 out of 10,8 out of 10,4 out of 10,0 out of 10,0.89453,10 out of 10,5 out of 10,8 out of 10,9 out of 10,15.0909090909,15,15,0,45.0909090909,$677 ,$114 ,"$3,401 ",$690 ,"$2,917 ",$73 ,$860 ,1.01,"73,738"
520107,HOLY FAMILY MEMORIAL,2300 WESTERN AVE,MANITOWOC,WI,54221,MANITOWOC,16.3,17.7,21.2,6.2,15.2,Not Available,Not Available,Not Available,Not Available,Not Available,1.224,21830,0 out of 10,0 out of 10,0 out of 10,Not Available,7 out of 10,3 out of 10,0 out of 10,4 out of 10,0 out of 10,1 out of 10,2 out of 10,10 out of 10,4 out of 10,3 out of 10,Not Available,1 out of 10,0.89479,5 out of 10,10 out of 10,0 out of 10,4 out of 10,8.2,12.6,9,10,39.8,$766 ,$96 ,$962 ,$742 ,"$4,498 ",$53 ,$512 ,0.92,N/A
520109,MILE BLUFF MEDICAL CENTER,1050 DIVISION ST,MAUSTON,WI,53948,JUNEAU,Not Available,17.1,19.7,Not Available,17,Not Available,Not Available,Not Available,Not Available,Not Available,0.808,Not Available,0 out of 10,0 out of 10,0 out of 10,Not Available,0 out of 10,0 out of 10,3 out of 10,4 out of 10,0 out of 10,4 out of 10,0 out of 10,4 out of 10,0 out of 10,0 out of 10,Not Available,Not Available,0.89005,0 out of 10,0 out of 10,0 out of 10,0 out of 10,3.8095238095,13.2857142857,Not Available,25.7142857143,42.8095238095,$153 ,$28 ,$901 ,$795 ,"$2,963 ",$74 ,$320 ,0.84,"45,725"
520113,BAY AREA MEDICAL CENTER,3100 SHORE DRIVE,MARINETTE,WI,54143,MARINETTE,19.4,20.6,22.7,6.5,19.3,Not Available,0.000,0.621,Not Available,0.000,0.801,19408,5 out of 10,10 out of 10,5 out of 10,Not Available,8 out of 10,5 out of 10,5 out of 10,6 out of 10,3 out of 10,6 out of 10,4 out of 10,4 out of 10,0 out of 10,0 out of 10,8 out of 10,0 out of 10,0.86188,0 out of 10,0 out of 10,2 out of 10,3 out of 10,12,16.8,12.75,12,53.55,$258 ,$111 ,"$1,418 ",$707 ,"$3,827 ",$82 ,$823 ,0.90,"41,980"
520116,UW HEALTH PARTNERS  WATERTOWN REGIONAL MED CTR,125 HOSPITAL DRIVE,WATERTOWN,WI,53098,DODGE,19.2,20.4,22.6,4.2,16.3,Not Available,Not Available,0.000,Not Available,Not Available,0.826,21677,6 out of 10,10 out of 10,0 out of 10,Not Available,0 out of 10,2 out of 10,0 out of 10,5 out of 10,1 out of 10,6 out of 10,5 out of 10,2 out of 10,3 out of 10,0 out of 10,Not Available,Not Available,0.87852,1 out of 10,5 out of 10,6 out of 10,1 out of 10,11.1111111111,12,13.5,6,42.6111111111,$260 ,$276 ,"$1,238 ",$728 ,"$5,507 ",$65 ,$578 ,0.97,"54,916"
520136,WHEATON FRANCISCAN ST JOSEPH,5000 W CHAMBERS ST,MILWAUKEE,WI,53210,MILWAUKEE,17.7,22.4,20.5,5,16.6,0.980,1.567,0.424,0.888,0.449,0.664,22244,0 out of 10,8 out of 10,8 out of 10,1 out of 10,7 out of 10,3 out of 10,2 out of 10,1 out of 10,1 out of 10,2 out of 10,2 out of 10,3 out of 10,2 out of 10,7 out of 10,0 out of 10,0 out of 10,0.87289,7 out of 10,7 out of 10,4 out of 10,7 out of 10,12,10.8,0.6,6,29.4,$551 ,$134 ,"$2,589 ",$692 ,"$2,384 ",$58 ,$919 ,0.94,"34,800"
520138,AURORA ST LUKES MEDICAL CENTER,2900 W OKLAHOMA AVE,MILWAUKEE,WI,53215,MILWAUKEE,16.1,23.5,21.9,7.3,18.7,0.379,1.050,1.306,2.624,0.516,1.000,22411,6 out of 10,5 out of 10,7 out of 10,8 out of 10,8 out of 10,4 out of 10,1 out of 10,1 out of 10,3 out of 10,4 out of 10,0 out of 10,4 out of 10,3 out of 10,6 out of 10,10 out of 10,5 out of 10,0.91233,7 out of 10,3 out of 10,8 out of 10,7 out of 10,12.9090909091,13.2,21.6,2,49.7090909091,$506 ,$110 ,"$2,941 ",$858 ,"$2,416 ",$101 ,"$1,044 ",0.98,"34,884"
520139,AURORA WEST ALLIS MEDICAL CENTER,8901 W LINCOLN AVE,WEST ALLIS,WI,53227,MILWAUKEE,20.3,21.3,22.3,5.9,15.9,0.463,0.396,0.260,1.992,0.000,0.470,21722,10 out of 10,10 out of 10,8 out of 10,Not Available,5 out of 10,3 out of 10,0 out of 10,0 out of 10,2 out of 10,3 out of 10,2 out of 10,6 out of 10,3 out of 10,8 out of 10,10 out of 10,0 out of 10,0.89104,7 out of 10,8 out of 10,10 out of 10,10 out of 10,17.1111111111,12.3,16.8,0,46.2111111111,$594 ,$154 ,"$2,260 ",$487 ,"$4,387 ",$63 ,$890 ,1.00,"42,882"
520160,APPLETON MEDICAL CENTER,1818 N MEADE ST,APPLETON,WI,54911,OUTAGAMIE,13,16.8,15.8,3.8,14.5,0.535,1.002,1.504,Not Available,2.315,0.450,22142,7 out of 10,5 out of 10,5 out of 10,0 out of 10,8 out of 10,1 out of 10,1 out of 10,1 out of 10,1 out of 10,2 out of 10,1 out of 10,9 out of 10,4 out of 10,5 out of 10,0 out of 10,0 out of 10,0.88226,0 out of 10,0 out of 10,8 out of 10,8 out of 10,10.5454545455,12.3,6.6,8,37.4454545455,$479 ,$224 ,"$1,079 ",$884 ,"$3,688 ",$91 ,$777 ,0.93,"45,701"
520177,FROEDTERT MEMORIAL LUTHERAN HOSPITAL,9200 W WISCONSIN AVE,MILWAUKEE,WI,53226,MILWAUKEE,16.8,20.2,22.1,10.8,17.2,0.327,1.101,1.751,0.000,0.568,1.223,22634,0 out of 10,6 out of 10,5 out of 10,5 out of 10,7 out of 10,6 out of 10,0 out of 10,1 out of 10,2 out of 10,6 out of 10,1 out of 10,8 out of 10,7 out of 10,7 out of 10,1 out of 10,0 out of 10,0.87339,7 out of 10,0 out of 10,8 out of 10,7 out of 10,10.5454545455,15,5.4,2,32.9454545455,$481 ,$126 ,"$2,636 ","$1,212 ","$2,768 ",$150 ,"$1,018 ",0.97,"67,408"
520189,AURORA MEDICAL CTR KENOSHA,10400 75TH ST,KENOSHA,WI,53142,KENOSHA,Not Available,16.8,20.6,6,16.8,0.000,1.068,0.000,0.624,Not Available,0.427,Not Available,4 out of 10,8 out of 10,7 out of 10,Not Available,9 out of 10,0 out of 10,0 out of 10,2 out of 10,0 out of 10,2 out of 10,2 out of 10,1 out of 10,0 out of 10,0 out of 10,Not Available,2 out of 10,0.85537,7 out of 10,8 out of 10,10 out of 10,8 out of 10,14.8888888889,9.6,15,2,41.4888888889,$461 ,$136 ,"$1,563 ",$843 ,"$4,148 ",$64 ,$840 ,1.00,"65,738"
520193,AURORA BAYCARE MEDICAL CTR,2845 GREENBRIER RD,GREEN BAY,WI,54311,BROWN,18,20.4,22.5,4.6,16.7,0.000,2.310,0.559,Not Available,0.000,0.891,22019,8 out of 10,6 out of 10,10 out of 10,10 out of 10,1 out of 10,5 out of 10,1 out of 10,4 out of 10,2 out of 10,4 out of 10,6 out of 10,5 out of 10,6 out of 10,7 out of 10,1 out of 10,Not Available,0.89362,10 out of 10,10 out of 10,10 out of 10,8 out of 10,16.3636363636,15.9,20,4,56.2636363636,$463 ,$102 ,"$2,094 ",$988 ,"$3,037 ",$160 ,$753 ,0.96,"60,306"
520194,ORTHOPAEDIC HOSPITAL OF WISCONSIN,475 W RIVER WOODS PKWY,GLENDALE,WI,53212,MILWAUKEE,Not Available,Not Available,Not Available,3.3,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0.000,Not Available,6 out of 10,10 out of 10,10 out of 10,Not Available,10 out of 10,10 out of 10,10 out of 10,10 out of 10,10 out of 10,10 out of 10,10 out of 10,10 out of 10,10 out of 10,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,3 out of 10,10 out of 10,25.7142857143,42.8571428571,Not Available,17.1428571429,85.7142857143,$643 ,$0 ,$569 ,$402 ,"$3,202 ",$30 ,$440 ,0.90,"30,592"
520195,COLUMBIA CENTER,13125 N PORT WASHINGTON RD,MEQUON,WI,53097,OZAUKEE,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"96,923"
520196,OAKLEAF SURGICAL HOSPITAL,1000 OAKLEAF WAY,ALTOONA,WI,54720,EAU CLAIRE,Not Available,Not Available,Not Available,3.6,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0.000,Not Available,4 out of 10,10 out of 10,3 out of 10,Not Available,8 out of 10,10 out of 10,7 out of 10,10 out of 10,10 out of 10,10 out of 10,10 out of 10,10 out of 10,10 out of 10,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,3 out of 10,9 out of 10,20.4761904762,41.5714285714,Not Available,17.1428571429,79.1904761905,$0 ,$0 ,$171 ,$739 ,"$2,456 ",$27 ,$562 ,0.89,"44,530"
520198,AURORA MEDICAL CTR OSHKOSH,855 N WESTHAVEN DRIVE,OSHKOSH,WI,54904,WINNEBAGO,15.5,19.4,21.7,4.3,16.5,Not Available,Not Available,0.000,Not Available,Not Available,0.000,19517,2 out of 10,10 out of 10,10 out of 10,Not Available,5 out of 10,6 out of 10,0 out of 10,4 out of 10,1 out of 10,4 out of 10,3 out of 10,10 out of 10,4 out of 10,4 out of 10,Not Available,Not Available,0.88107,10 out of 10,10 out of 10,10 out of 10,10 out of 10,16.2,15.3,13.5,8,53,$270 ,$173 ,"$1,132 ",$881 ,"$4,111 ",$60 ,$783 ,0.94,"66,484"
520202,ST CLARES HOSPITAL OF WESTON,3400 MINISTRY PARKWAY,WESTON,WI,54476,MARATHON,14.6,19.2,22.3,4.6,16.7,0.443,0.474,0.000,Not Available,Not Available,1.421,21258,8 out of 10,8 out of 10,7 out of 10,6 out of 10,9 out of 10,5 out of 10,1 out of 10,5 out of 10,2 out of 10,5 out of 10,2 out of 10,10 out of 10,6 out of 10,10 out of 10,0 out of 10,0 out of 10,0.89315,10 out of 10,10 out of 10,7 out of 10,10 out of 10,17.2727272727,16.8,7.5,10,51.5727272727,$209 ,$45 ,"$1,748 ",$695 ,"$2,641 ",$64 ,$951 ,0.93,"54,938"
520204,WHEATON FRANCISCAN HEALTHCARE FRANKLIN,10101 SOUTH 27TH ST,FRANKLIN,WI,53132,MILWAUKEE,Not Available,21.8,20.3,Not Available,16.9,0.000,0.947,Not Available,Not Available,Not Available,0.861,Not Available,10 out of 10,2 out of 10,10 out of 10,Not Available,0 out of 10,7 out of 10,2 out of 10,7 out of 10,0 out of 10,6 out of 10,6 out of 10,8 out of 10,8 out of 10,2 out of 10,Not Available,Not Available,0.86214,7 out of 10,3 out of 10,10 out of 10,4 out of 10,13.7777777778,18.9,10,4,46.6777777778,$641 ,$138 ,"$2,147 ",$699 ,"$3,526 ",$46 ,$986 ,1.02,"78,877"
520205,MIDWEST ORTHOPEDIC SPECIALTY HOSPITAL,10101 SOUTH 27TH ST  2ND FLOOR,FRANKLIN,WI,53132,MILWAUKEE,Not Available,Not Available,Not Available,4.1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0.000,Not Available,10 out of 10,10 out of 10,10 out of 10,Not Available,10 out of 10,10 out of 10,9 out of 10,10 out of 10,10 out of 10,10 out of 10,10 out of 10,10 out of 10,10 out of 10,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,4 out of 10,10 out of 10,27.619047619,42.4285714286,Not Available,14.2857142857,84.3333333333,"$1,516 ",$0 ,$375 ,$366 ,"$3,020 ",$80 ,$416 ,0.91,"78,877"
520206,AURORA MEDICAL CENTER,36500 AURORA DRIVE,SUMMIT,WI,53066,WAUKESHA,14.8,20.9,20.8,4.5,17.5,Not Available,Not Available,0.751,Not Available,Not Available,0.324,20546,10 out of 10,2 out of 10,4 out of 10,0 out of 10,10 out of 10,7 out of 10,8 out of 10,4 out of 10,6 out of 10,10 out of 10,8 out of 10,9 out of 10,8 out of 10,0 out of 10,Not Available,0 out of 10,0.89117,10 out of 10,0 out of 10,10 out of 10,10 out of 10,12,24,8,8,52,$418 ,$124 ,"$1,734 ",$693 ,"$3,054 ",$129 ,$835 ,0.94,"78,691"
520207,AURORA MEDICAL CENTER,975 PORT WASHINGTON ROAD,GRAFTON,WI,53024,OZAUKEE,15,19.2,20.6,5.2,17.8,0.000,3.405,0.000,Not Available,Not Available,0.828,23173,10 out of 10,9 out of 10,9 out of 10,6 out of 10,9 out of 10,9 out of 10,5 out of 10,7 out of 10,6 out of 10,8 out of 10,5 out of 10,10 out of 10,9 out of 10,3 out of 10,7 out of 10,2 out of 10,0.89271,10 out of 10,3 out of 10,7 out of 10,10 out of 10,15.4545454545,23.7,14.4,0,53.5545454545,$559 ,$101 ,"$1,614 ",$749 ,"$3,524 ",$62 ,$733 ,1.00,"70,907"
520208,ST MARYS JANESVILLE HOSPITAL,3400 EAST RACINE STREET,JANESVILLE,WI,53546,ROCK,Not Available,19.3,19.9,5.8,13,Not Available,Not Available,0.000,Not Available,Not Available,0.396,Not Available,0 out of 10,4 out of 10,0 out of 10,Not Available,0 out of 10,8 out of 10,3 out of 10,6 out of 10,6 out of 10,10 out of 10,9 out of 10,8 out of 10,9 out of 10,0 out of 10,Not Available,Not Available,0.894,5 out of 10,2 out of 10,0 out of 10,0 out of 10,2.4444444444,23.7,13.5,0,39.6444444444,$571 ,$174 ,"$1,349 ",$617 ,"$4,766 ",$68 ,$795 ,1.04,"57,977"
521300,MINISTRY EAGLE RIVER MEMORIAL HOSPITAL,201 HOSPITAL ROAD,EAGLE RIVER,WI,54521,VILAS,N/A,N/A,N/A,N/A,N/A,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"40,391"
521302,MAYO CLINIC HEALTH SYSTEM OAKRIDGE,13025 8TH ST,OSSEO,WI,54758,TREMPEALEAU,N/A,N/A,N/A,N/A,N/A,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"50,430"
521303,WILD ROSE COMMUNITY MEMORIAL HOSPITAL,601 GROVE AVE,WILD ROSE,WI,54984,WAUSHARA,N/A,N/A,N/A,N/A,N/A,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"42,768"
521304,ST JOSEPHS HEALTH SERVICES,400 WATER AVE,HILLSBORO,WI,54634,VERNON,N/A,N/A,N/A,N/A,N/A,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"36,298"
521305,MAYO CLINIC HLTH SYSTM  FRANCISCAN HLTHCARE SPARTA,310 W MAIN ST,SPARTA,WI,54656,MONROE,N/A,N/A,N/A,N/A,N/A,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"46,327"
521308,AMERY REGIONAL MEDICAL CTR,265 GRIFFIN STREET EAST,AMERY,WI,54001,POLK,N/A,N/A,N/A,N/A,N/A,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"50,335"
521309,MOUNDVIEW MEMORIAL HOSPITAL AND CLINICS,402 W LAKE ST,FRIENDSHIP,WI,53934,ADAMS,N/A,N/A,N/A,N/A,N/A,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"36,915"
521310,COMMUNITY MEMORIAL HOSPITAL,855 S MAIN ST,OCONTO FALLS,WI,54154,OCONTO,N/A,N/A,N/A,N/A,N/A,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"42,676"
521311,OUR LADY OF VICTORY HOSPITAL,1120 PINE ST,STANLEY,WI,54768,CHIPPEWA,N/A,N/A,N/A,N/A,N/A,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"43,764"
521312,MEMORIAL HOSPITAL OF LAFAYETTE COUNTY,800 CLAY ST,DARLINGTON,WI,53530,LAFAYETTE,N/A,N/A,N/A,N/A,N/A,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"48,322"
521313,MINISTRY SACRED HEART HOSPITAL,401 W MOHAWK DR  SUITE 100,TOMAHAWK,WI,54487,LINCOLN,N/A,N/A,N/A,N/A,N/A,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"45,512"
