Zip,Provider Id,Hospital_Name,Address,lat,lng,Expenditures,OP_6,OP_7,SCIP_INF_3,SCIP_CARD_2,SCIP_VTE_2,SCIP_INF_9,PN_6,HF_1,HF_2,IMM_2,Don't recommend,Recommend,Might recommend,Low rating,Medium rating,High rating,Inc. Cat,Inc Cat,Cost category,Efficiency
98034,500124,EVERGREEN HOSPITAL MEDICAL CENTER,12040 NE 128TH STREET,47.7160713,-122.1780465,"$18,802",98,98,98,96,95,96,94,100,100,92,3,81,16,5,17,78,2,medium,low,0.0051
25601,510048,LOGAN REGIONAL MEDICAL CENTER,20 HOSPITAL DRIVE,37.8449674,-81.9891027,"$13,789",99,98,92,100,100,95,97,100,100,100,10,55,35,14,29,57,0,medium,low,0.0071
60805,140179,LITTLE COMPANY OF MARY HOSPITAL,2800 W 95TH ST,41.7209424,-87.692198,"$19,976",96,98,100,98,99,100,99,92,100,92,4,75,21,5,19,76,1,medium,medium,0.0049
75457,450373,EAST TEXAS MEDICAL CENTER MOUNT VERNON,500 S STATE HWY 37,33.1767728,-95.234172,"$15,120",N/A,N/A,N/A,N/A,N/A,N/A,70,84,58,87,4,81,15,5,11,84,1,medium,low,0.0049
75455,450080,TITUS REGIONAL MEDICAL CENTER,2001 N JEFFERSON,33.1762923,-94.9717819,"$19,712",97,96,100,97,96,95,96,93,99,94,5,66,29,7,24,69,1,medium,medium,0.0049
75182,670060,TEXAS REGIONAL MEDICAL CENTER AT SUNNYVALE,231 SOUTH COLLINS ROAD,32.7791803,-96.5687144,"$21,082",91,98,99,94,98,96,100,100,100,95,6,75,19,8,21,71,2,medium,medium,0.0046
34950,100246,LAWNWOOD REGIONAL MEDICAL CENTER & HEART INSTITUTE,1700 S 23RD ST,,,"$20,990",100,100,99,100,100,100,100,100,100,100,9,61,30,13,27,60,0,medium,medium,0.0048
34952,100260,ST LUCIE MEDICAL CENTER,1800 SE TIFFANY AVE,27.2885701,-80.2941407,"$20,028",100,99,100,99,100,100,100,100,100,99,8,66,26,11,24,65,1,medium,medium,0.005
18431,390125,WAYNE MEMORIAL HOSPITAL,601 PARK STREET,41.576467,-75.260486,"$17,547",97,97,99,99,97,99,100,80,98,99,5,66,29,10,23,67,1,medium,low,0.0055
33458,100253,JUPITER MEDICAL CENTER,1210 S OLD DIXIE HWY,26.922643,-80.096275,"$20,856",100,99,100,100,100,100,100,99,100,98,3,81,16,7,16,77,2,medium,medium,0.0048
30180,110015,TANNER MEDICAL CENTER VILLA RICA,601 DALLAS HIGHWAY,33.7447931,-84.9170302,"$16,178",100,96,100,N/A,100,100,99,97,100,99,5,77,18,7,16,77,1,medium,low,0.0061
37208,440111,METRO NASHVILLE GENERAL HOSPITAL,1818 ALBION STREET,36.1862494,-86.7881329,"$18,752",88,96,99,72,92,90,79,70,96,95,9,62,29,13,21,66,0,medium,low,0.0047
37205,440082,SAINT THOMAS WEST HOSPITAL,"4220 HARDING RD, PO BOX 380",36.1286163,-86.8440157,"$21,910",99,99,99,99,99,99,94,89,100,93,3,87,10,4,19,77,2,medium,medium,0.0044
37207,440006,TRISTAR SKYLINE MEDICAL CENTER,3441 DICKERSON PIKE,36.2451896,-86.7498169,"$20,318",99,96,99,99,99,97,98,98,100,99,7,69,24,9,22,69,0,medium,medium,0.0048
37203,440161,TRISTAR CENTENNIAL MEDICAL CENTER,2300 PATTERSON STREET,36.1531023,-86.8090996,"$22,019",100,100,99,99,100,99,95,98,100,100,3,79,18,6,17,77,0,medium,medium,0.0045
37203,440218,SAINT THOMAS HOSPITAL FOR SPINAL SURGERY,2011 MURPHY AVENUE,46.0120165,-73.3499875,"$22,738",100,100,N/A,N/A,N/A,N/A,N/A,N/A,N/A,97,1,91,8,3,9,88,0,medium,medium,0.0044
74447,370057,MUSCOGEE (CREEK) NATION MEDICAL CENTER,1401 MORRIS DRIVE,,,"$12,871",N/A,N/A,N/A,N/A,N/A,N/A,87,65,80,90,4,65,31,5,23,72,0,low,low,0.0063
42003,180104,BAPTIST HEALTH PADUCAH,2501 KENTUCKY AVENUE,37.0740381,-88.6268491,"$19,147",99,99,97,99,99,99,96,97,100,99,3,78,19,7,19,74,1,medium,low,0.0051
42003,180102,LOURDES HOSPITAL,1530 LONE OAK ROAD,37.0504515,-88.6471487,"$18,396",100,97,99,100,100,97,97,94,100,92,5,75,20,8,21,71,1,medium,low,0.0053
45255,360001,MERCY HOSPITAL ANDERSON,7500 STATE ROAD,39.0859727,-84.349604,"$18,885",100,98,100,100,100,99,97,98,100,97,3,71,26,6,22,72,2,medium,low,0.0052
85712,30006,TUCSON MEDICAL CENTER,5301 EAST GRANT ROAD,32.2528551,-110.8813431,"$20,364",99,99,99,98,99,100,100,100,100,89,5,73,22,8,23,69,0,medium,medium,0.0048
85713,30111,"UNIVERSITY OF ARIZONA MEDICAL CTR- SOUTH CAM, THE",2800 EAST AJO WAY,32.1758675,-110.929694,"$16,095",73,95,95,89,97,95,94,84,99,74,11,65,24,15,23,62,0,medium,low,0.0056
44129,360041,PARMA COMMUNITY GENERAL HOSPITAL,7007 POWERS BOULEVARD,44.801485,10.3279036,"$19,931",99,95,99,99,99,98,95,100,100,97,6,65,29,9,28,63,1,medium,medium,0.0049
44124,360230,HILLCREST HOSPITAL,6780 MAYFIELD ROAD,41.5195719,-81.434174,"$20,216",98,99,99,98,99,97,96,100,100,97,4,72,24,7,24,69,1,medium,medium,0.0049
44125,360143,MARYMOUNT HOSPITAL,12300 MCCRACKEN ROAD,41.4212106,-81.5981007,"$18,884",96,99,97,98,99,99,100,100,100,97,6,63,31,9,26,65,1,medium,low,0.0052
44122,360144,SOUTH POINTE HOSPITAL,20000 HARVARD ROAD,41.4478941,-81.5375715,"$19,846",97,99,100,100,98,100,99,98,100,93,6,69,25,9,19,72,2,medium,medium,0.005
44122,360359,UNIVERSITY HOSPITALS AHUJA MEDICAL CENTER,3999 RICHMOND ROAD,,,"$18,408",99,96,99,99,100,99,99,91,100,97,6,75,19,9,20,71,2,medium,low,0.0053
79606,450558,ABILENE REGIONAL MEDICAL CENTER,6250 HWY 83/84,32.4487364,-99.7331439,"$19,698",100,100,99,98,99,100,100,99,100,100,5,71,24,10,24,66,1,medium,medium,0.0051
94583,50689,SAN RAMON REGIONAL MEDICAL CTR,6001 NORRIS CANYON ROAD,37.775768,-121.958237,"$18,539",100,99,98,98,99,97,97,100,100,98,4,77,19,6,20,74,3,medium,low,0.0053
14210,330005,KALEIDA HEALTH,"726 EXCHANGE STREET, SUITE 522",42.8747516,-78.8494863,"$19,408",98,99,96,99,99,96,94,94,100,90,6,66,28,12,28,60,0,medium,low,0.005
14215,330219,ERIE COUNTY MEDICAL CENTER,462 GRIDER STREET,42.9253092,-78.831115,"$19,571",91,92,98,89,97,93,92,95,99,90,8,62,30,15,24,61,0,medium,medium,0.0048
14214,330078,SISTERS OF CHARITY HOSPITAL,2157 MAIN STREET,42.928657,-78.848187,"$17,021",98,98,100,98,99,98,99,98,100,98,4,72,24,8,22,70,1,medium,low,0.0058
14217,330102,KENMORE MERCY HOSPITAL,2950 ELMWOOD AVENUE,42.9775911,-78.8804949,"$19,065",98,100,100,97,99,99,98,98,100,98,4,73,23,5,25,70,1,medium,low,0.0052
94589,50101,SUTTER SOLANO MEDICAL CENTER,300 HOSPITAL DR,38.131184,-122.237323,"$20,638",99,97,100,98,100,100,98,100,100,99,6,67,27,11,23,66,1,medium,medium,0.0048
94589,50073,KAISER FOUNDATION HOSPITAL AND REHAB CENTER,975 SERENO DR,,,"$15,540",N/A,N/A,100,98,99,100,98,100,99,97,3,76,21,6,22,72,1,medium,low,0.0064
94806,50079,DOCTORS MEDICAL CENTER - SAN PABLO,2000 VALE RD,37.9534475,-122.3368453,"$18,587",96,86,95,96,97,99,100,99,99,90,12,52,36,19,29,52,1,medium,low,0.0051
36617,10087,UNIVERSITY OF SOUTH ALABAMA MEDICAL CENTER,2451 FILLINGIM STREET,,,"$21,135",98,100,87,94,100,100,100,100,100,99,5,76,19,7,18,75,0,medium,medium,0.0046
37398,440058,SOUTHERN TENNESSEE REGIONAL HLTH SYSTEM WINCHESTER,185 HOSPITAL ROAD,35.1756526,-86.0902287,"$16,300",98,98,98,100,100,99,99,93,97,99,7,65,28,10,26,64,1,medium,low,0.006
16105,390016,JAMESON MEMORIAL HOSPITAL,1211 WILMINGTON AVENUE,,,"$18,856",95,92,97,93,98,98,93,91,97,92,7,51,42,14,30,56,1,medium,low,0.005
64836,260228,MERCY MCCUNE BROOKS HOSPITAL,3125 DR RUSSELL SMITH WAY,37.1363222,-94.3221614,"$17,487",86,90,93,98,99,100,96,90,100,89,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,medium,low,0.0054
43016,360348,DUBLIN METHODIST HOSPITAL,7500 HOSPITAL AVENUE,40.1007291,-83.1656378,"$19,836",98,98,98,97,98,97,100,100,100,100,2,90,8,3,9,88,2,medium,medium,0.005
43015,360210,GRADY MEMORIAL HOSPITAL,561 WEST CENTRAL AVENUE,40.305623,-83.089148,"$17,341",100,100,100,100,98,95,98,100,100,100,3,73,24,5,20,75,1,medium,low,0.0057
33952,100236,FAWCETT MEMORIAL HOSPITAL,21298 OLEAN BLVD,26.9885605,-82.0983433,"$19,949",100,100,100,99,100,99,100,100,100,99,8,68,24,10,26,64,1,medium,medium,0.005
33952,100077,BAYFRONT HEALTH PORT CHARLOTTE,2500 HARBOR BLVD,26.9890508,-82.0955944,"$20,169",98,97,98,98,97,97,95,83,100,97,14,54,32,20,31,49,1,medium,medium,0.0048
46227,150128,COMMUNITY HOSPITAL SOUTH,1402 E COUNTY LINE RD S,39.637757,-86.132597,"$19,733",97,98,98,99,99,94,90,98,100,91,3,76,21,5,18,77,1,medium,medium,0.0049
46222,150129,COMMUNITY WESTVIEW HOSPITAL,3630 GUION RD,39.820996,-86.222506,"$19,476",98,98,100,100,100,100,100,82,100,100,7,67,26,13,21,66,0,medium,low,0.005
45750,360147,MARIETTA MEMORIAL HOSPITAL,401 MATTHEW STREET,39.431741,-81.464288,"$18,724",97,97,97,94,99,98,96,96,100,99,5,64,31,10,25,65,1,medium,low,0.0052
78240,450780,METHODIST AMBULATORY SURGERY HOSPITAL NW,9150 HUEBNER RD SUITE 100,,,"$21,906",100,100,98,100,100,100,N/A,N/A,N/A,100,4,83,13,4,12,84,1,medium,medium,0.0046
78240,670054,FOUNDATION SURGICAL HOSPITAL OF SAN ANTONIO,9522 HUEBNER ROAD,29.5301529,-98.5898899,"$31,241",100,100,99,100,100,82,N/A,N/A,N/A,92,1,86,13,2,12,86,1,high,medium,0.0031
12308,330153,ELLIS HOSPITAL,1101 NOTT STREET,42.8201389,-73.9161418,"$17,734",100,99,99,99,100,96,98,96,100,96,7,69,24,11,27,62,1,medium,low,0.0055
12308,330406,SUNNYVIEW HOSPITAL AND REHABILITATION CENTER,1270 BELMONT AVENUE,42.8221552,-73.9139034,"$18,010",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1,medium,low,0.0008
49855,230054,MARQUETTE GENERAL HOSPITAL,420 W MAGNETIC,,,"$22,046",97,99,96,98,97,95,97,91,100,82,6,60,34,11,29,60,1,medium,medium,0.0043
77339,670005,MEMORIAL HERMANN SURGICAL HOSPITAL KINGWOOD,300 KINGWOOD MEDICAL DRIVE,30.0479818,-95.2576704,"$24,227",100,97,99,100,100,N/A,N/A,N/A,N/A,100,2,82,16,6,12,82,2,medium,medium,0.0041
77338,450684,MEMORIAL HERMANN NORTHEAST,18951 MEMORIAL NORTH,29.9955669,-95.276109,"$20,847",98,99,95,97,97,99,97,96,100,99,4,75,21,7,20,73,1,medium,medium,0.0047
48503,230132,HURLEY MEDICAL CENTER,ONE HURLEY PLAZA,43.0216705,-83.7042359,"$18,335",93,96,96,97,96,82,92,82,98,87,5,68,27,10,25,65,0,medium,low,0.005
34428,100249,SEVEN RIVERS REGIONAL MEDICAL CENTER,6201 N SUNCOAST BLVD,28.952006,-82.6244562,"$18,986",99,98,99,96,98,99,97,100,100,100,9,59,32,15,31,54,1,medium,low,0.0052
91733,50738,GREATER EL MONTE COMMUNITY HOSPITAL,1701 SANTA ANITA AVE,34.0481322,-118.0434215,"$24,314",N/A,N/A,100,N/A,98,N/A,100,87,100,98,14,47,39,16,34,50,1,medium,medium,0.004
73109,370220,ONECORE HEALTH,"1044 SW 44TH, SUITE 350",,,"$27,283",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100,0,83,17,1,6,93,0,high,medium,0.0037
73109,370106,INTEGRIS SOUTHWEST MEDICAL CENTER,4401 SOUTH WESTERN AVENUE,35.4222763,-97.5334312,"$20,388",98,99,95,97,99,99,98,87,98,96,7,67,26,9,23,68,0,medium,medium,0.0047
73104,370093,O U MEDICAL CENTER,1200 EVERETT DRIVE,42.3647433,-71.1354313,"$21,341",99,99,99,99,99,97,98,92,100,100,7,67,26,10,24,66,0,medium,medium,0.0046
55060,240069,OWATONNA HOSPITAL,2250 26TH STREET NORTHWEST,44.1110965,-93.2501913,"$14,995",95,98,99,98,99,100,98,100,100,92,3,73,24,5,21,74,1,medium,low,0.0065
55066,240018,MAYO CLINIC HEALTH SYSTEM IN RED WING,"701 HEWITT BOULEVARD, PO BOX 95",44.559883,-92.572324,"$15,133",N/A,N/A,98,100,100,100,97,100,100,96,3,73,24,5,19,76,1,medium,low,0.0065
27103,340014,NOVANT HEALTH FORSYTH MEDICAL CENTER,3333 SILAS CREEK PARKWAY,36.0757567,-80.297677,"$19,717",100,100,100,100,100,100,100,100,100,99,4,74,22,8,23,69,1,medium,medium,0.0051
27103,340148,NOVANT HEALTH PARK HOSPITAL,1950 S HAWTHORNE RD,36.0788749,-80.2960049,"$14,719",100,100,100,99,100,100,N/A,N/A,N/A,100,2,90,8,4,11,85,1,medium,low,0.0068
64132,260027,RESEARCH MEDICAL CENTER,2316 E MEYER BLVD,39.0087053,-94.5581381,"$20,506",99,99,99,100,99,98,98,100,100,99,7,66,27,9,23,68,0,medium,medium,0.0048
75224,670002,UNIVERSITY GENERAL HOSPITAL DALLAS,2929  SOUTH HAMPTON ROAD,32.7152833,-96.8579188,"$23,919",80,98,87,N/A,97,74,82,13,74,71,16,52,32,17,25,58,0,medium,medium,0.0031
75226,450851,BAYLOR HEART AND VASCULAR HOSPITAL,621 NORTH HALL STREET,32.7880814,-96.7809625,"$22,818",100,100,100,100,N/A,99,N/A,100,100,100,1,91,8,2,11,87,1,medium,medium,0.0044
97058,380001,MID-COLUMBIA MEDICAL CENTER,1700 E 19TH STREET,45.5877709,-121.1657172,"$14,381",95,100,100,97,97,90,96,98,100,92,4,69,27,7,21,72,1,medium,low,0.0067
71418,190184,CITIZENS MEDICAL CENTER,7939 U S HWY 165 SOUTH,32.0774449,-92.094571,"$13,744",N/A,N/A,0,N/A,91,N/A,59,100,87,83,1,85,14,2,13,85,1,medium,low,0.0051
71418,190190,CALDWELL MEMORIAL HOSPITAL,411 MAIN STREET,,,"$12,730",N/A,N/A,N/A,N/A,N/A,N/A,50,67,45,0,2,85,13,5,13,82,1,low,low,0.0032
38704,250082,DELTA REGIONAL MEDICAL CENTER,1400 E UNION ST,33.4109259,-91.0352756,"$17,903",93,95,97,91,94,91,86,98,99,88,10,55,35,16,25,59,0,medium,low,0.0052
30577,110032,STEPHENS COUNTY HOSPITAL,163 HOSPITAL DRIVE,34.5933213,-83.3478805,"$17,479",98,95,93,100,99,95,94,100,99,87,4,69,27,6,21,73,0,medium,low,0.0055
87701,320003,ALTA VISTA REGIONAL HOSPITAL,104 LEGION DRIVE,35.6229519,-105.210655,"$12,362",N/A,N/A,91,N/A,98,N/A,98,94,100,99,12,51,37,17,26,57,0,low,low,0.0078
31620,110101,COOK  MEDICAL CENTER  A CAMPUS OF TIFT REG MED CTR,706 N PARRISH AVE,,,"$12,385",N/A,N/A,N/A,N/A,N/A,N/A,95,N/A,93,96,3,61,36,8,26,66,1,low,low,0.0076
72335,40019,FORREST CITY MEDICAL CENTER,1601 NEWCASTLE ROAD,35.0081474,-90.7898342,"$12,524",100,98,100,N/A,94,N/A,98,97,100,98,6,63,31,8,26,66,0,low,low,0.0078
48838,230035,SPECTRUM HEALTH UNITED MEMORIAL - UNITED CAMPUS,615 S BOWER STREET,,,"$15,584",95,96,100,95,97,100,96,94,100,97,3,77,20,4,20,76,1,medium,low,0.0062
59901,270087,HEALTH CENTER NORTHWEST,320 SUNNYVIEW LANE,,,"$15,933",99,99,99,95,100,100,N/A,N/A,N/A,82,2,81,17,5,21,74,1,medium,low,0.006
59901,270051,KALISPELL REGIONAL MEDICAL CENTER,310 SUNNYVIEW LANE,48.214647,-114.323859,"$18,215",100,98,98,99,97,99,98,99,100,93,3,75,22,7,24,69,1,medium,low,0.0054
43560,360074,FLOWER HOSPITAL,5200 HARROUN ROAD,41.708382,-83.692162,"$19,604",98,98,98,99,100,100,100,100,100,99,3,76,21,5,20,75,2,medium,medium,0.0051
85037,30115,BANNER ESTRELLA MEDICAL CENTER,9201 WEST THOMAS ROAD,33.478176,-112.257442,"$18,279",99,99,98,96,99,99,100,96,100,95,3,77,20,6,19,75,1,medium,low,0.0054
80045,60024,UNIVERSITY OF COLORADO HOSPITAL ANSCHUTZ INPATIENT,12605 EAST 16TH AVENUE,39.7423557,-104.841385,"$20,533",100,99,98,99,100,98,100,95,100,88,3,80,17,6,17,77,0,medium,medium,0.0048
85032,30083,PARADISE VALLEY HOSPITAL,3929 EAST BELL ROAD,33.6394538,-111.9973306,"$19,033",97,99,98,96,100,99,99,100,100,98,8,67,25,10,21,69,1,medium,low,0.0052
85031,30001,MARYVALE HOSPITAL,5102 WEST CAMPBELL AVENUE,33.5027204,-112.1702202,"$16,408",N/A,N/A,100,N/A,99,92,100,100,100,97,11,58,31,12,24,64,0,medium,low,0.006
95695,50127,WOODLAND MEMORIAL HOSPITAL,1325 COTTONWOOD STREET,38.6648939,-121.7918407,"$19,834",100,100,100,100,100,100,95,100,100,100,3,76,21,7,20,73,1,medium,medium,0.005
10037,330240,HARLEM HOSPITAL CENTER,506 LENOX AVENUE,40.8138855,-73.9385539,"$15,517",98,95,89,88,100,100,100,96,100,99,15,49,36,23,31,46,1,medium,low,0.0062
70403,190303,CYPRESS POINTE SURGICAL HOSPITAL,42570 SOUTH AIRPORT RD,30.4770458,-90.4131319,"$30,978",91,96,92,93,92,96,N/A,N/A,N/A,91,1,91,8,2,8,90,1,high,medium,0.003
70403,190015,"NORTH OAKS MEDICAL CENTER, L L C",15790 PAUL VEGA MD DRIVE,45.0914155,-93.0905335,"$21,720",96,96,99,97,92,95,96,93,100,91,4,68,28,6,20,74,1,medium,medium,0.0044
84341,460054,CACHE VALLEY SPECIALITY HOSPITAL,2380 NORTH 400 EAST,41.7754658,-111.8218318,"$23,494",93,99,97,100,99,99,N/A,N/A,N/A,93,4,74,22,5,23,72,1,medium,medium,0.0041
84341,460015,LOGAN REGIONAL HOSPITAL,500 EAST 1400 NORTH,41.755491,-111.8219564,"$16,992",98,98,100,100,100,100,100,96,100,93,3,77,20,4,19,77,1,medium,low,0.0058
54911,520160,APPLETON MEDICAL CENTER,1818 N MEADE ST,44.2786804,-88.3937218,"$20,302",96,99,98,100,99,99,95,97,99,96,3,77,20,6,19,75,1,medium,medium,0.0048
96720,120005,HILO MEDICAL CENTER,1190 WAIANUENUE AVENUE,19.718291,-155.112468,"$15,660",98,95,96,98,99,97,94,96,100,99,6,60,34,10,30,60,1,medium,low,0.0062
57117,430027,SANFORD USD MEDICAL CENTER,1305 W 18TH ST  POST OFFICE BOX 5039,28.8028612,-81.269453,"$20,641",98,99,97,99,98,96,95,99,100,90,2,77,21,6,20,74,1,medium,medium,0.0047
57117,430016,AVERA MCKENNAN HOSPITAL & UNIVERSITY HEALTH CENTER,1325 S CLIFF AVE  POST OFFICE BOX 5045,,,"$18,907",99,99,99,98,99,100,96,91,100,93,3,78,19,6,20,74,1,medium,low,0.0052
82801,530006,SHERIDAN MEMORIAL HOSPITAL,1401 W 5TH ST,44.808659,-106.975756,"$15,282",95,100,100,94,96,97,84,65,98,94,3,64,33,9,24,67,2,medium,low,0.006
43606,360068,TOLEDO HOSPITAL THE,2142 NORTH COVE BOULEVARD,41.674872,-83.594952,"$22,562",98,97,98,98,98,96,91,80,99,85,4,74,22,7,22,71,1,medium,medium,0.0042
81050,60036,ARKANSAS VALLEY REGIONAL MEDICAL CENTER,1100 CARSON AVENUE,37.9771208,-103.5488375,"$14,436",N/A,N/A,100,86,100,100,91,95,95,93,8,50,42,13,32,55,1,medium,low,0.0066
43608,360112,MERCY ST VINCENT MEDICAL CENTER,2213 CHERRY STREET,41.6689475,-83.5426777,"$21,614",96,99,99,97,97,97,97,100,100,95,4,71,25,7,20,73,0,medium,medium,0.0045
49464,230003,SPECTRUM HEALTH ZEELAND COMMUNITY HOSPITAL,8333 FELCH ST,42.8212748,-85.9875974,"$15,369",93,100,98,97,100,100,100,100,100,99,3,85,12,4,12,84,1,medium,low,0.0064
17044,390048,LEWISTOWN HOSPITAL,400 HIGHLAND AVENUE,40.6179549,-77.5673406,"$17,334",95,95,98,98,96,100,93,95,100,88,5,52,43,11,30,59,0,medium,low,0.0055
52632,160008,KEOKUK AREA HOSPITAL,1600 MORGAN STREET,40.407663,-91.388075,"$15,248",N/A,N/A,88,67,100,92,91,88,100,96,5,70,25,6,18,76,1,medium,low,0.0059
36925,10138,HILL HOSPITAL OF SUMTER COUNTY,751 DERBY DRIVE,,,"$11,173",N/A,N/A,N/A,N/A,N/A,N/A,N/A,9,55,54,2,79,19,6,14,80,0,low,low,0.0035
59405,270086,GREAT FALLS CLINIC MEDICAL CENTER,1411 9TH ST S,47.4896003,-111.2921101,"$16,556",95,95,94,72,98,97,N/A,N/A,N/A,73,1,86,13,3,15,82,1,medium,low,0.0054
59405,270012,BENEFIS HOSPITALS INC,1101 26TH ST S,,,"$18,951",98,98,98,98,96,99,99,98,99,96,6,59,35,12,27,61,1,medium,low,0.0052
73801,370002,WOODWARD REGIONAL HOSPITAL,900 17TH STREET,36.4377816,-99.4000292,"$13,581",100,98,100,100,100,100,100,100,100,100,6,60,34,6,28,66,1,medium,low,0.0073
34655,100191,MEDICAL CENTER OF TRINITY,"9332 SR 54, STE 401",,,"$19,169",99,99,100,100,100,100,100,100,100,100,7,72,21,10,20,70,1,medium,low,0.0052
34652,100063,MORTON PLANT NORTH BAY HOSPITAL,6600 MADISON ST,28.2543528,-82.7144478,"$19,273",100,98,98,98,98,98,94,99,100,100,6,75,19,8,22,70,0,medium,low,0.0051
67846,170023,ST CATHERINE HOSPITAL,401 EAST SPRUCE,37.9700406,-100.8687841,"$18,213",98,100,87,100,99,85,100,100,100,100,5,66,29,8,19,73,1,medium,low,0.0053
98201,500014,PROVIDENCE REGIONAL MEDICAL CENTER EVERETT,1321 COLBY AVENUE,47.999898,-122.2074812,"$18,918",99,99,98,99,99,97,97,96,100,74,4,79,17,6,22,72,1,medium,low,0.0051
23114,490136,BON SECOURS ST FRANCIS MEDICAL CENTER,"13700 ST FRANCIS BLVD, SUITE 100",37.466778,-77.659265,"$19,777",96,88,99,98,99,93,98,99,100,94,4,76,20,7,20,73,2,medium,medium,0.0049
23116,490069,BON SECOURS MEMORIAL REGIONAL MEDICAL CENTER,8260 ATLEE ROAD,37.6288887,-77.3881303,"$19,587",100,98,99,100,100,99,100,100,100,96,3,75,22,7,21,72,2,medium,medium,0.0051
28139,340013,RUTHERFORD REGIONAL MEDICAL CENTER,288 SOUTH RIDGECREST AVE,30.3174934,-97.8014544,"$15,314",86,93,98,99,99,97,94,84,99,96,6,61,33,9,26,65,1,medium,low,0.0062
85234,30122,BANNER GATEWAY MEDICAL CENTER,1900 NORTH HIGLEY ROAD,33.384424,-111.7229989,"$18,168",99,98,97,97,98,99,98,97,100,90,3,80,17,7,16,77,2,medium,low,0.0054
74344,370113,INTEGRIS GROVE HOSPITAL,1001 EAST 18TH STREET,36.5814642,-94.7581571,"$16,365",98,98,100,95,95,100,91,100,98,87,5,68,27,9,23,68,0,medium,low,0.0059
76645,450192,HILL REGIONAL HOSPITAL,101 CIRCLE DRIVE,32.0126038,-97.0992671,"$15,140",N/A,N/A,100,N/A,96,100,97,100,100,100,6,65,29,7,26,67,0,medium,low,0.0065
33837,100137,HEART OF FLORIDA REGIONAL MEDICAL CENTER,40100 US HWY 27 N,28.1815098,-81.6418513,"$18,450",95,94,89,91,95,91,89,95,98,98,13,53,34,19,28,53,1,medium,low,0.0051
18017,390314,COORDINATED HEALTH ORTHOPEDIC HOSPITAL,2310 HIGHLAND AVENUE,40.672689,-75.365789,"$23,337",96,100,100,100,100,100,N/A,N/A,N/A,68,4,83,13,5,13,82,1,medium,medium,0.0041
18017,390263,LEHIGH VALLEY HOSPITAL - MUHLENBERG,2545 SCHOENERSVILLE ROAD,40.644552,-75.408353,"$18,679",98,99,97,98,99,98,96,96,100,99,3,77,20,5,21,74,1,medium,low,0.0052
38118,440159,DELTA MEDICAL CENTER,3000 GETWELL RD,35.067139,-89.931382,"$22,111",N/A,N/A,88,36,83,100,73,81,95,87,12,63,25,13,24,63,0,medium,medium,0.0036
38119,440183,ST FRANCIS HOSPITAL,5959 PARK AVE,35.0986161,-89.8639584,"$20,428",100,100,100,99,98,100,98,99,100,100,5,70,25,9,22,69,1,medium,medium,0.0049
15224,390090,WESTERN PENNSYLVANIA HOSPITAL,4800 FRIENDSHIP AVENUE,40.461397,-79.946369,"$22,216",100,99,97,99,99,100,100,84,100,88,5,73,22,8,25,67,0,medium,medium,0.0043
45005,360076,ATRIUM MEDICAL CENTER,ONE MEDICAL CENTER DRIVE,39.4989317,-84.3142854,"$21,166",99,99,98,99,97,100,100,98,100,99,6,67,27,9,21,70,1,medium,medium,0.0047
81212,60016,CENTURA HEALTH-ST THOMAS MORE HOSPITAL,1338 PHAY AVE,,,"$17,979",100,100,97,95,99,98,90,93,100,100,8,61,31,7,28,65,0,medium,low,0.0054
53121,520102,AURORA LAKELAND MEDICAL CENTER,W3985 COUNTY ROAD NN,42.6617202,-88.4966843,"$16,960",97,100,98,100,100,100,100,100,100,100,5,64,31,9,27,64,1,medium,low,0.0059
96813,120001,THE QUEENS MEDICAL CENTER,1301 PUNCHBOWL ST,21.3083246,-157.8538344,"$19,050",99,100,98,99,99,100,98,94,100,91,3,82,15,5,16,79,1,medium,low,0.0051
96813,120022,STRAUB CLINIC AND HOSPITAL,888 SO KING STREET,21.3024095,-157.8512192,"$19,197",100,99,99,100,99,99,99,100,100,97,2,84,14,3,15,82,1,medium,low,0.0052
96817,120007,KUAKINI MEDICAL CENTER,347 NORTH KUAKINI STREET,21.3214931,-157.8566059,"$19,542",96,98,98,100,99,99,85,88,99,88,8,56,36,15,32,53,1,medium,medium,0.0049
54476,520202,ST CLARES HOSPITAL OF WESTON,3400 MINISTRY PARKWAY,44.8902799,-89.5784697,"$19,324",99,98,100,100,100,100,100,100,100,95,4,77,19,5,17,78,1,medium,low,0.0051
62565,140019,SHELBY MEMORIAL HOSPITAL,200 S CEDAR ST,39.405586,-88.8078317,"$16,953",N/A,N/A,N/A,N/A,N/A,N/A,92,N/A,100,100,2,69,29,3,25,72,1,medium,low,0.0057
95608,50516,MERCY SAN JUAN MEDICAL CENTER,6501 COYLE AVE,38.669555,-121.313778,"$19,156",100,98,98,93,100,97,100,97,100,95,6,67,27,10,23,67,1,medium,low,0.0051
14905,330090,ARNOT OGDEN MEDICAL CENTER,600 ROE AVENUE,42.1006482,-76.8280346,"$17,622",98,99,99,99,97,93,97,97,100,95,6,69,25,12,21,67,1,medium,low,0.0055
